date_string,time_string,player_name,pokemon,trainer_name,total_pokemon,real_time_total,real_time_hmmss,real_time_file_label,resets,blackouts,level,game_time,battle_duration,move1,move2,move3,move4,saves,steps,bonks,trainerBattles,wildBattles,battleTurns,playerTurns,enemyTurns,itemsInBag,money,rivalTeam
11-18,16:45:43,NINTEN,Articuno,Lass,2,2:08.04,2:08,0h2m8s,0,0,16,0:29,1.906,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,16:45:47,NINTEN,Articuno,Youngster,3,2:11.47,2:11,0h2m11s,0,0,17,0:30,2.673,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,16:45:49,NINTEN,Articuno,Lass,2,2:13.97,2:13,0h2m13s,0,0,17,0:31,1.72,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,16:45:52,NINTEN,Articuno,Jr Trainer M,1,2:16.62,2:16,0h2m16s,0,0,17,0:31,1.831,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,16:45:57,NINTEN,Articuno,Rocket,2,2:21.60,2:21,0h2m21s,0,0,18,0:33,3.171,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,16:46:01,NINTEN,Articuno,Hiker,2,2:25.97,2:25,0h2m25s,0,0,18,0:34,1.816,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,16:46:07,NINTEN,Articuno,Lass,2,2:31.80,2:31,0h2m31s,0,0,18,0:35,3.22,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,16:46:11,NINTEN,Articuno,Jr Trainer M,2,2:35.80,2:35,0h2m35s,0,0,19,0:36,1.953,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,16:46:15,NINTEN,Articuno,Lass,3,2:39.35,2:39,0h2m39s,0,0,19,0:37,2.391,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,16:46:26,NINTEN,Articuno,Jr Trainer F,1,2:50.80,2:50,0h2m50s,0,0,19,0:39,2.28,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,16:46:34,NINTEN,Articuno,Misty,2,2:58.63,2:58,0h2m58s,0,0,20,0:41,5.901,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,16:46:45,NINTEN,Articuno,Cerulean Rocket,2,3:09.66,3:09,0h3m9s,0,0,21,0:44,6.423,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,16:46:54,NINTEN,Articuno,Jr Trainer F,3,3:18.45,3:18,0h3m18s,0,0,21,0:46,2.611,ICE BEAM,PECK,,,1,2001,166,25,26,98,91,44,8,12322,Flareon
11-18,16:46:58,NINTEN,Articuno,Jr Trainer M,2,3:22.24,3:22,0h3m22s,0,0,21,0:47,2.953,ICE BEAM,PECK,,,1,2004,166,26,26,102,95,46,8,12642,Flareon
11-18,16:47:05,NINTEN,Articuno,Youngster,1,3:30.20,3:30,0h3m30s,0,0,22,0:49,1.39,ICE BEAM,PECK,,,1,2105,191,27,26,103,96,46,10,7012,Flareon
11-18,16:47:15,NINTEN,Articuno,Fisher,3,3:39.31,3:39,0h3m39s,0,0,22,0:51,4.394,ICE BEAM,PECK,,,1,2205,203,28,26,110,103,50,11,7327,Flareon
11-18,16:47:18,NINTEN,Articuno,Gentleman,2,3:42.91,3:42,0h3m42s,0,0,23,0:52,1.984,ICE BEAM,PECK,,,1,2232,207,29,26,112,105,50,11,7922,Flareon
11-18,16:47:26,NINTEN,Articuno,Rival3-SS Anne,4,3:50.55,3:50,0h3m50s,0,0,23,0:54,5.765,ICE BEAM,PECK,,,1,2260,210,30,26,120,113,55,11,9112,Flareon
11-18,16:47:50,NINTEN,Articuno,Surge,1,4:14.90,4:14,0h4m14s,0,0,24,1:00,2.313,ICE BEAM,PECK,,,2,2567,272,31,26,123,116,56,11,10412,Flareon
11-18,16:48:07,NINTEN,Articuno,Wrapping Lass,4,4:31.71,4:31,0h4m31s,0,0,24,1:04,3.297,ICE BEAM,PECK,,,2,2756,288,32,26,127,120,56,13,13184,Flareon
11-18,16:48:11,NINTEN,Articuno,Bug Catcher,3,4:35.38,4:35,0h4m35s,0,0,24,1:04,2.33,ICE BEAM,PECK,,,2,2796,290,33,26,130,123,56,13,13544,Flareon
11-18,16:48:19,NINTEN,Articuno,Pokemaniac,2,4:43.82,4:43,0h4m43s,0,0,25,1:06,3.735,ICE BEAM,PECK,,,2,2916,305,34,26,135,128,59,13,13744,Flareon
11-18,16:48:28,NINTEN,Articuno,Pokemaniac,1,4:52.34,4:52,0h4m52s,0,0,25,1:08,3.142,ICE BEAM,PECK,,,2,2955,308,35,27,140,133,63,13,14894,Flareon
11-18,16:48:32,NINTEN,Articuno,Jr Trainer F,2,4:57.22,4:57,0h4m57s,0,0,25,1:10,3.031,ICE BEAM,PECK,,,2,2968,308,36,27,144,137,65,13,16144,Flareon
11-18,16:48:42,NINTEN,Articuno,Selfdestructing Hiker,3,5:06.90,5:06,0h5m6s,0,0,26,1:12,3.001,ICE BEAM,PECK,,,2,3081,318,37,27,147,140,65,13,16584,Flareon
11-18,16:48:47,NINTEN,Articuno,Jr Trainer F,3,5:12.01,5:12,0h5m12s,0,0,26,1:13,2.627,ICE BEAM,PECK,,,2,3135,340,38,27,150,143,66,13,17319,Flareon
11-18,16:48:53,NINTEN,Articuno,Gambler,2,5:17.77,5:17,0h5m17s,0,0,26,1:15,1.814,ICE BEAM,PECK,,,2,3219,359,39,28,152,145,66,14,17719,Flareon
11-18,16:49:08,NINTEN,Articuno,Rocket,2,5:33.15,5:33,0h5m33s,0,0,27,1:18,2.015,ICE BEAM,PECK,,,2,3494,423,40,28,154,147,66,13,19399,Flareon
